Postal code;Lat;Long
4041;5.069.093.418.992.840;5.594.986.028.388.130
4771;50.363.509.214.258.800;6.223.039.487.389.550
7033;5.043.375.629.555.610;39.235.572.335.343.900
6593;49.977.320.436.172.500;41.988.746.354.359.700
6141;50.431.992.527.152.300;43.214.370.817.388.200
7973;50.506.654.719.989.300;37.278.930.133.097.400
6596;4.997.898.648.422.560;4.269.644.953.625.760
7940;5.059.845.750.301.010;38.617.229.296.549.100
7781;5.078.946.756.486.200;2.966.798.613.727.430
6441;5.020.256.339.867.950;43.528.760.813.818.200
7890;5.071.588.222.284.940;3.727.212.389.829.610
6238;5.051.380.992.517.710;4.425.481.448.298.360
7063;5.055.742.575.023.610;4.006.437.199.983.380
6224;5.047.621.722.958.680;4.578.579.799.842.650
7030;5.043.872.268.944.250;4.013.831.231.106.730
1180;5.078.987.082.854.520;4.361.370.487.792.100
1421;5.065.760.296.310.930;4.339.701.935.206.510
2230;51.052.403.764.130.100;4.899.473.338.402.740
2100;51.215.898.155.997.000;446.823.712.928.013
5589;5.015.317.032.593.860;5.254.754.400.757.520
5620;5.022.859.428.096.970;4.682.579.832.709.660
5575;499.929.545.134.084;4.885.444.604.221.790
5650;5.024.835.129.550.280;443.827.062.667.041
8540;50.842.562.692.188.900;3.366.165.828.303.190
8587;50.736.639.741.135.900;33.809.640.679.863.600
8906;5.088.168.535.177.000;28.081.336.651.108.100
6663;50.113.443.275.423.200;5.729.307.367.811.690
6724;4.972.469.658.214.860;5.584.882.988.483.650
1935;5.088.338.465.440.310;447.820.494.125.249
1851;5.097.142.231.710.900;4.378.726.002.200.040
3090;5.077.131.194.884.980;4.532.882.605.153.320
3321;5.075.921.240.989.300;4.926.426.805.935.800
9690;5.077.770.082.468.750;35.422.652.943.080.500
9750;50.904.546.303.248.300;3.602.442.710.188.110
9070;5.102.810.615.197.790;3.812.266.535.063.490
9661;50.787.756.729.438.100;38.006.573.450.507.700
9240;5.106.733.279.544.220;4.035.908.298.040.550
9080;510.996.990.473.999;3.831.947.554.237.730
4860;5.055.726.408.880.470;5.798.373.353.668.570
1031;50.861.805.515.601.400;438.605.713.534.583
1008;5.087.298.266.192.050;4.375.234.148.039.780
1300;5.072.477.661.519.280;4.609.958.977.641.850
1420;50.692.382.997.024.100;435.823.745.489.421
4690;5.076.497.607.239.570;5.604.165.228.217.770
4841;5.066.552.462.291.620;5.926.423.757.666.300
4130;50.529.235.561.214.900;5.560.415.477.383.840
7863;5.073.567.380.125.360;38.052.955.450.143.400
6460;5.007.867.277.426.730;4.274.520.828.596.970
6511;502.760.472.993.157;4.279.981.984.073.640
7548;5.061.090.861.965.750;34.324.931.541.870.500
7700;50.745.880.794.857.500;3.215.028.338.180.870
8490;5.118.656.071.645.010;3.087.844.865.344.220
8552;5.077.320.484.048.640;33.859.126.303.006.800
8730;5.112.979.244.806.570;3.320.853.323.796.490
8851;51.006.944.651.303.300;31.996.567.967.432.300
6666;50.167.698.427.407.600;57.210.462.844.278.100
6690;5.024.765.540.036.060;5.811.034.974.448.450
6730;49.686.161.342.951.000;5.512.110.597.659.550
6747;4.961.238.072.490.380;5.653.187.325.004.040
6890;49.975.033.875.368.600;5.235.608.802.219.320
3440;50.843.150.737.095.800;5.118.295.088.901.420
3150;5.097.836.723.301.930;4.633.056.953.501.900
3404;50.765.882.457.050.000;5.099.306.592.202.780
3290;5.101.216.806.865.570;5.098.913.716.877.930
5370;5.035.324.114.383.980;5.234.149.664.913.020
5564;50.149.633.736.117.100;5.067.139.267.601.600
5555;4.991.362.049.811.570;4.998.335.027.623.800
5360;5.034.906.234.313.150;5.160.500.843.183.140
5032;50.522.287.433.980.500;47.057.966.491.197.500
5380;50.546.491.169.184.700;4.982.835.996.473.250
3621;50.928.556.465.051.200;5.661.986.840.544.100
3770;5.080.891.991.474.510;5.598.513.740.289.080
3790;5.074.114.642.464.830;5.833.251.300.589.160
8210;5.113.670.159.091.550;31.364.537.581.236.300
8720;5.094.966.332.294.170;33.924.510.777.041.000
9099;51.115.287.374.583.300;3.738.386.889.083.240
9220;51.089.266.350.478;4.120.667.785.433.800
9772;5.088.931.137.033.740;35.577.852.555.788.200
9992;51.251.803.237.430.600;34.080.986.433.831.800
4263;50.640.256.177.451.200;5.181.623.526.805.400
4253;5.066.735.930.571.330;5.194.486.533.626.650
4850;50.710.827.133.860.700;5.950.799.963.358.970
4983;5.035.983.789.190.930;5.804.821.970.618.810
4030;5.062.614.473.189.000;5.611.819.695.855.500
4837;5.057.275.372.512.360;6.059.851.595.107.360
4190;5.039.547.917.259.390;5.633.411.249.954.280
4731;5.069.859.390.393.580;60.960.472.439.258.700
4950;5.050.290.789.629.790;61.314.033.893.304.300
4684;5.073.584.797.043.910;5.659.160.032.334.290
4250;5.067.482.564.884.700;516.843.188.030.489
7540;5.065.395.242.995.070;3.438.963.243.139.200
7181;5.056.357.491.577.710;4.239.812.278.948.860
7760;507.071.975.803.299;3.456.200.534.307.300
7530;5.059.532.756.736.340;3.483.051.868.633.900
7618;50.545.235.304.503.100;33.403.978.981.578.900
7912;5.071.244.851.530.910;36.069.982.531.020.400
6000;5.041.632.296.870.230;4.448.541.194.700.180
7904;5.059.212.889.282.020;36.154.793.651.811.900
7380;50.388.765.845.550.100;3.692.568.855.595.310
7070;5.051.427.419.126.250;4.120.027.302.711.060
1000;50.853.812.373.745.600;4.369.278.654.960.950
1160;5.081.019.872.509.640;443.799.132.057.269
1340;5.067.146.356.031.940;4.584.311.991.418.300
2570;51.095.719.546.804.000;4.514.141.623.555.740
2830;51.063.785.840.068.600;4.360.048.181.748.830
2450;51.124.534.764.529.800;5.073.574.387.688.350
2560;5.114.377.998.437.940;4.634.965.861.012.080
2223;5.102.869.754.911.980;4.697.724.012.817.590
2800;5.103.007.676.437.420;4.468.101.716.569.330
5521;5.025.727.471.143.220;4.776.379.391.331.080
5100;5.041.121.198.572.440;4.899.775.924.422.460
5332;50.351.207.136.545.600;4.961.712.178.534.260
3680;5.109.916.661.611.050;5.703.826.568.360.950
3740;5.087.949.887.317.430;5.509.721.523.877.870
8940;5.082.465.133.123.310;30.713.792.802.417.700
8952;5.076.688.542.530.160;28.421.536.091.117.000
6637;4.990.302.132.947.760;5.698.147.410.667.550
6674;5.020.775.804.616.790;5.839.021.360.913.190
6830;4.983.770.446.341.730;50.020.138.514.899.400
6941;5.037.761.023.713.460;5.525.863.186.340.420
3390;5.093.598.845.337.990;4.914.815.932.945.840
3202;50.974.451.211.610.900;4.895.613.288.808.400
1600;5.078.100.238.757.930;42.506.966.915.186.200
3060;5.087.014.269.326.930;4.625.598.414.804.470
9320;5.091.524.229.667.710;4.063.243.126.487.130
9090;5.100.027.811.930.150;37.964.919.983.728.300
9230;5.100.236.028.375.540;38.707.194.000.984.600
9880;5.109.151.927.680.340;34.195.278.281.906.100
9970;5.122.723.496.446.960;36.164.435.324.640.900
9420;50.916.766.900.692.400;3.965.005.574.250.430
9260;5.100.798.150.472.700;3.936.369.060.878.190
4721;5.072.570.477.776.680;6.012.157.629.321.640
4350;50.686.005.865.390.600;5.331.842.860.471.890
4100;5.058.496.196.593.960;5.508.048.762.890.350
4852;5.071.799.547.940.600;59.198.675.355.966.800
4218;5.052.630.827.143.260;5.127.824.996.316.240
7511;50.602.611.637.589.600;3.347.229.563.836.700
7800;5.063.179.570.360.420;378.049.228.040.414
7022;5.040.949.604.031.470;4.020.935.214.580.330
7533;50.641.652.308.740.100;35.232.791.324.371.100
7090;5.060.371.814.071.540;4.131.890.628.017.420
7032;5.042.411.866.903.340;39.905.448.121.212.900
1082;5.086.465.279.974.550;4.293.920.189.965.430
1400;50.591.388.384.222.800;4.327.273.956.190.340
2812;5.100.884.825.004.310;452.176.968.070.652
2910;5.144.950.433.077.200;4.465.890.207.947.530
2990;51.391.851.170.056.800;4.565.707.127.709.540
5362;50.330.503.113.983.800;5.172.824.713.050.140
3631;509.280.577.168.514;5.720.700.717.969.120
3971;51.112.588.547.157.600;5.229.498.754.954.050
8500;5.081.548.648.715.900;3.276.541.129.725.280
8710;5.091.023.075.205.400;3.358.850.342.103.820
6743;4.964.012.347.764.590;5.598.438.096.005.900
6790;4.956.583.399.531.400;5.804.527.562.249.280
6811;4.974.608.658.491.900;5.415.493.330.986.140
6856;49.854.262.365.690.100;51.582.456.030.194.800
6887;4.980.995.012.801.410;5.315.139.327.987.970
6972;5.011.217.509.808.930;5.554.126.217.508.590
3221;50.947.958.829.092.000;4.831.013.953.272.160
3000;508.810.526.792.466;469.569.641.887.135
1980;50.987.652.937.553.000;442.957.064.327.596
3220;50.921.265.751.787.100;4.796.491.715.207.050
1861;5.097.336.092.889.470;4.309.022.344.671.080
1760;5.083.785.020.011.700;4.077.674.510.624.700
1670;5.075.588.535.895.770;4.162.898.746.828.570
1755;5.077.856.023.753.240;4.125.487.211.137.740
3460;5.093.685.110.466.310;4.972.034.148.406.210
5190;5.045.878.087.705.000;4.689.321.690.925.800
5010;50.457.759.547.420.400;4.854.539.162.275.630
5101;50.456.610.659.386.800;4.946.185.429.338.440
5524;5.024.089.758.548.290;4.811.848.147.548.680
3930;5.126.942.532.941.100;5.481.430.155.210.700
3945;5.109.460.290.737.290;5.133.385.546.739.350
8300;51.346.651.571.344.400;3.331.958.012.765.070
8531;5.089.094.037.278.900;32.901.107.325.128.200
8790;50.878.530.359.819.200;3.426.441.012.327.730
8792;5.088.478.823.206.570;33.677.549.097.404.000
6920;5.005.849.398.713.350;5.056.586.197.743.310
9521;50.931.386.568.796.500;38.742.597.152.450.700
4040;5.067.921.179.186.850;5.624.363.334.016.100
4801;5.059.238.313.745.330;5.902.807.377.719.390
4280;5.067.444.666.979.320;5.083.404.367.538.330
4700;50.603.595.114.378.100;6.137.609.316.512.760
4357;5.065.092.325.546.570;5.309.581.732.627.890
4980;5.035.343.298.613.210;5.937.157.500.592.070
6001;5.038.225.363.133.340;4.440.022.349.479.030
7970;5.053.491.288.978.100;37.328.113.686.013.100
7972;5.055.370.748.488.330;3.694.148.224.086.380
7803;50.653.011.856.041.700;3.755.902.905.774.180
6042;5.043.082.543.509.160;4.445.088.267.227.540
612;5.087.298.266.192.050;4.375.234.148.039.780
1000;5.087.298.266.192.050;4.375.234.148.039.780
2275;51.252.365.619.447;4.822.425.937.160.030
2650;511.562.541.917.077;4.432.829.593.906.580
2030;51.248.447.820.724.300;4.376.134.025.032.600
2950;5.133.395.441.181.100;4.443.787.769.978.320
6831;4.981.335.395.137.120;5.107.898.361.138.980
6971;5.011.753.944.587.280;5.483.673.473.140.940
1804;5.093.012.891.009.880;4.428.578.360.497.880
1671;5.078.030.661.666.720;4.174.912.694.965.380
1730;50.909.272.565.714.300;4.186.788.555.395.830
1702;508.724.565.436.475;4.262.800.821.923.420
3111;50.948.083.381.242.200;4.767.193.984.031.670
1560;5.076.103.393.358.510;4.450.819.430.141.940
1601;5.078.483.815.859.800;4.296.779.977.559.770
9111;5.115.731.459.867.730;4.089.994.967.950.730
9470;50.884.211.048.076.300;4.068.749.078.554.280
9950;5.115.208.538.001.620;36.096.560.081.033.000
9688;5.078.995.440.054.330;36.830.242.329.156.300
9831;5.099.944.078.844.330;36.103.097.552.337.800
4633;5.064.349.886.118.650;5.745.352.632.484.000
6180;5.046.129.976.005.870;4.371.924.010.502.220
7060;5.061.194.257.686.280;4.030.440.932.890.030
6030;5.041.515.789.568.440;4.361.351.528.564.760
6099;5.047.084.791.169.860;45.358.954.856.785.600
6463;500.728.761.381.687;4.382.626.355.226.490
7742;5.069.337.538.023.610;33.689.264.479.109.800
6183;5.046.341.661.415.240;4.323.267.120.555.150
7390;5.043.631.602.049.690;386.194.835.965.052
6220;5.047.084.791.169.860;45.358.954.856.785.600
7133;5.037.988.564.802.500;4.202.423.169.562.300
1212;50.853.812.373.745.600;4.369.278.654.960.950
1210;50.853.812.373.745.600;4.369.278.654.960.950
1083;5.087.440.457.885.050;4.309.447.398.997.360
1190;50.814.084.975.691.100;4.324.177.215.886.150
1357;5.075.655.859.247.480;498.531.372.583.491
1367;506.450.470.427.425;4.867.898.985.361.500
1428;5.064.114.510.796.930;4.366.142.301.894.990
2540;51.147.212.966.513.600;4.482.310.085.349.260
2970;5.125.282.552.271.650;4.594.469.949.585.560
2290;5.121.766.611.526.770;4.772.892.306.400.320
5353;50.452.469.672.410.400;5.208.424.610.080.430
3540;50.923.981.647.173.600;518.221.676.878.469
3668;5.101.795.509.171.510;56.127.408.860.109.500
3890;5.073.831.294.896.230;5.175.805.996.786.180
8902;50.833.226.269.872.200;29.323.899.166.643.600
8958;5.079.093.944.397.670;27.873.658.498.693.000
8980;5.086.573.873.980.170;2.979.610.977.650.220
6851;49.865.694.466.396.600;5.113.734.146.114.010
6929;50.003.839.490.814.300;506.712.904.861.771
6986;50.173.774.460.280.100;5.508.984.278.009.600
3471;5.086.659.404.146.780;500.507.158.453.757
3110;5.095.663.014.095.060;4.729.643.203.754.860
9255;5.100.801.606.329.600;4.192.866.346.755.470
9660;50.804.414.751.954.900;37.639.609.001.757.700
9551;5.089.338.772.451.670;39.111.979.185.866.500
4000;5.059.185.028.437.590;5.577.531.125.648.640
4347;5.066.666.070.231.280;5.405.647.284.829.980
4791;5.022.469.121.615.670;6.070.274.992.461.630
4219;5.060.713.361.162.860;5.026.554.675.484
4052;50.561.812.680.638.700;563.741.733.618.252
8511;5.077.635.920.318.210;32.240.271.003.500.300
8780;5.093.059.447.967.370;33.372.204.211.631.300
6760;496.024.106.010.902;5.586.439.661.915.080
3391;5.089.595.675.363.260;49.151.565.863.386.300
1980;5.096.088.753.393.640;4.442.577.358.408.950
3071;50.905.095.205.098.900;4.572.830.760.492.650
5520;50.237.701.808.655.800;4.764.893.238.436.770
5070;503.948.193.471.962;4.691.483.360.689.990
5336;5.039.510.851.684.170;4.996.020.765.701.240
3670;51.084.279.929.614.400;5.598.544.655.982.330
3732;5.084.206.063.229.590;5.448.819.241.617.610
3940;5.111.791.085.898.850;5.341.586.539.050.860
3960;5.114.058.541.231.270;5.636.412.026.020.700
8340;51.242.984.753.181.100;33.526.971.798.341.900
8420;5.129.866.846.302.450;30.922.383.231.618.000
8573;50.812.531.400.589.300;34.653.295.400.956.300
6706;4.965.434.011.124.270;58.619.859.842.148.000
3211;5.087.243.034.807.020;48.924.806.024.977.400
1910;5.094.874.989.926.410;4.570.642.620.178.580
9120;5.121.395.164.485.770;4.241.424.192.342.910
9520;509.196.479.297.709;3.850.486.439.705.940
9667;50.825.598.023.975.300;36.997.802.610.882.600
4452;5.072.529.589.978.140;5.501.118.983.612.090
4101;5.061.819.164.237.950;5.497.986.977.613.580
4210;5.058.456.128.801.680;5.092.973.955.562.710
4802;5.056.914.523.874.430;5.879.655.823.611.430
4900;50.472.024.262.928.400;586.707.384.966.682
6470;5.016.398.541.429.330;422.739.285.471.852
7801;50.621.365.169.904.000;3.753.921.100.362.550
7080;5.038.578.213.408.950;38.705.385.638.083.700
7811;5.061.902.074.525.220;3.821.598.681.364.680
6031;5.041.682.879.063.630;4.376.855.591.954.090
7640;5.054.545.345.708.920;34.944.897.055.267.000
7782;5.072.755.766.166.640;28.780.756.030.848.800
7743;5.066.206.016.331.970;33.713.929.733.569.200
6591;50.036.243.994.263.800;4.206.042.073.482.570
7180;50.526.342.127.372.500;4.267.552.901.341.410
6182;5.044.647.867.483.660;4.342.232.335.477.460
7011;50.481.082.162.881.300;3.901.016.350.641.780
7502;5.057.622.769.425.180;32.956.711.060.824.700
6590;5.002.162.973.923.650;4.176.287.709.519.630
7062;50.548.012.339.069.800;4.100.931.494.300.650
6223;5.052.221.118.069.760;4.529.837.788.789.080
1110;5.087.298.266.192.050;4.375.234.148.039.780
1005;5.087.298.266.192.050;4.375.234.148.039.780
1310;5.073.629.996.455.740;4.464.834.689.100.540
2980;5.126.355.606.407.570;4.682.858.296.150.440
2960;51.334.976.678.828.500;4.607.172.140.109.690
2222;51.103.700.353.875.600;4.722.370.017.948.310
2580;5.104.727.200.735.840;4.627.238.962.828.940
5310;50.589.589.303.738.900;49.097.344.895.319.800
5670;5.006.128.545.825.880;4.607.604.903.151.010
3792;5.072.648.833.858.970;5.825.715.333.771.310
8620;51.108.205.475.195.400;27.795.516.374.437.000
8951;5.076.103.699.521.740;2.794.145.665.700.680
6670;501.554.258.444.236;5.924.095.190.498.310
6721;4.976.799.730.607.730;5.620.096.176.696.780
6767;4.953.508.203.015.480;5.499.749.051.664.370
1934;50.892.944.354.955.400;4.445.229.932.624.740
3018;5.092.127.141.131.540;4.707.202.587.569.180
3201;5.101.109.800.941.630;4.891.356.263.524.840
3360;5.082.540.076.878.980;4.757.466.104.552.360
3080;50.821.168.109.569.000;4.504.921.690.627.690
3380;5.087.384.458.226.340;4.952.022.082.423.200
1651;5.076.610.927.459.030;42.794.918.593.238.700
9921;51.085.020.282.418.400;3.639.645.638.711.470
9931;5.115.129.887.754.730;354.260.327.297.431
4170;504.756.584.092.423;5.581.742.754.294.780
4400;50.593.410.925.357.500;5.430.129.978.484.220
4122;5.054.389.010.297.110;5.527.872.583.036.600
4121;5.055.426.996.412.120;5.469.915.430.146.980
4099;5.067.575.138.439.450;5.469.467.996.585.810
4631;50.646.425.643.526.300;57.032.087.296.498.600
4890;5.067.156.235.459.620;5.878.938.014.018.680
4470;5.059.670.713.269.870;5.360.581.366.085.940
7542;5.066.555.402.764.510;3.410.802.212.427.550
7331;5.048.388.325.647.100;3.841.110.674.109.010
7600;50.512.024.646.835.700;359.255.320.640.889
6111;50.387.888.119.787.500;4.352.541.315.701.000
6040;50.444.720.779.004.300;443.508.407.116.947
7520;50.647.346.386.472.800;32.825.253.115.172.100
1341;50.660.622.122.467.700;45.341.919.461.924.000
1350;50.682.127.504.134.900;4.943.561.142.913.650
2242;5.122.691.252.263.990;4.706.119.439.268.820
2850;5.109.355.764.030.040;4.372.901.183.292.750
2491;51.133.153.313.377.500;51.613.779.824.434.500
2480;51.241.515.872.832.300;51.221.318.711.285.900
3061;5.084.555.719.400.630;4.590.807.805.833.390
1547;5.071.066.390.957.340;39.321.743.559.343.300
9400;50.795.727.309.381.200;4.014.183.549.287.830
9960;51.228.166.383.700.800;3.756.207.077.499.870
9400;5.085.407.606.035.610;39.665.052.522.195.200
4650;5.063.955.879.367.360;5.794.266.605.981.540
4840;5.065.913.417.375.100;5.965.981.946.628.490
4537;5.060.516.633.896.070;53.154.057.083.189.100
7513;50.637.541.773.166.400;33.845.370.472.413.000
7850;50.659.001.835.660.500;4.036.272.078.129.360
7971;5.054.061.455.452.050;36.564.991.592.089.000
7501;50.602.611.637.589.600;3.347.229.563.836.700
7160;50.471.307.819.925.800;4.282.857.249.459.750
7643;5.056.623.815.456.890;3.476.615.438.431.990
7642;50.575.331.826.236.800;3.431.836.204.544.050
7870;5.056.446.331.467.330;39.475.828.957.169.200
6543;5.035.496.568.123.000;4.214.267.005.222.940
7387;50.349.281.749.956.200;37.333.268.452.111.700
1035;50.861.805.515.601.400;438.605.713.534.583
1348;5.067.146.356.031.940;4.584.311.991.418.300
1470;5.059.623.200.805.340;4.481.721.401.439.020
2930;51.309.508.592.907.200;45.004.250.280.853.600
2920;51.398.862.311.960.100;4.468.685.734.962.260
2180;5.128.352.081.368.880;44.304.552.890.543.400
2660;5.117.680.075.275.420;4.349.449.465.701.910
612;;
5060;5.044.623.070.905.590;4.632.974.955.181.050
5560;50.182.431.503.215.500;508.287.693.404.777
5374;5.035.341.140.252.150;5.315.597.145.107.960
3500;5.093.340.823.156.660;53.539.234.872.135.600
3511;5.095.185.535.242.300;5.301.449.126.036.590
3570;50.878.408.298.677.900;5.290.565.432.675.950
3920;51.225.583.998.505.400;5.302.058.606.362.870
8450;5.123.671.218.246.710;29.773.784.952.722.400
8501;5.085.249.379.414.540;32.340.102.684.744.100
8510;50.773.491.427.377.500;32.969.354.667.112.400
8551;50.793.846.078.186.700;33.992.783.979.228.600
8793;5.089.985.376.070.430;3.396.984.910.260.640
8860;50.885.991.292.634.100;3.232.021.688.120.180
8950;5.073.761.074.793.140;2.824.419.784.392.630
8953;50.782.949.599.766.300;2.902.678.146.003.840
6750;4.956.614.956.268.710;5.700.188.781.552.900
6762;4.954.165.370.769.680;5.530.606.033.964.000
1652;5.074.752.884.006.040;4.328.078.247.271.560
1701;5.084.856.042.288.080;42.578.958.901.376.400
1620;5.079.350.285.511.120;43.090.488.169.548.500
5360;5.034.264.635.676.490;5.061.870.667.976.430
5646;50.278.681.857.417.500;4.661.128.895.795.520
5503;5.026.088.806.498.370;4.997.261.792.195.760
5563;5.016.232.806.783.960;5.030.921.755.689.380
5002;5.047.869.396.859.470;4.838.488.417.206.430
3832;5.084.458.399.365.820;5.290.647.724.109.560
8600;510.547.539.517.997;28.727.490.452.451.200
8920;50.908.899.940.491.100;29.247.896.783.271.200
6720;4.974.650.799.227.210;5.659.611.775.346.300
6823;4.963.982.835.133.380;5.363.443.534.552.540
6927;5.006.697.106.261.300;5.219.646.829.870.620
1500;5.073.071.382.505.010;4.240.277.878.728.710
3454;5.089.146.669.339.570;5.157.115.263.174.210
1850;50.940.765.638.040.600;43.851.759.462.201.400
1970;5.084.309.057.749.010;4.492.424.812.620.590
9075;51.115.287.374.583.300;3.738.386.889.083.240
9870;5.093.514.539.477.170;34.714.136.791.105.400
9040;5.106.701.435.001.310;37.694.068.345.287.500
9961;5.125.601.063.121.510;371.047.142.445.394
9060;5.119.915.619.493.160;38.085.967.931.803.200
9990;5.119.958.507.615.230;34.327.722.449.576.300
4180;50.427.710.260.460.800;55.357.258.086.749.600
4682;5.072.881.647.641.450;5.631.443.900.586.800
4317;5.065.927.815.315.740;52.435.332.996.051.900
4340;5.070.502.524.243.450;5.441.028.833.197.110
4460;5.064.214.218.719.310;542.914.187.160.935
4720;5.072.570.477.776.680;6.012.157.629.321.640
7031;5.042.864.283.297.360;4.046.531.623.169.420
7322;504.765.234.583.893;3.733.485.175.395.440
6043;50.455.291.567.001.300;4.482.185.655.871.980
7621;5.052.075.635.830.980;33.875.169.749.252.800
6222;5.053.016.995.305.670;4.563.277.340.296.820
7866;5.068.396.490.547.970;38.632.562.963.582.900
7950;5.057.418.829.736.570;38.079.366.251.543.800
1047;50.822.325.604.082.200;4.377.065.860.435.230
1099;5.087.298.266.192.050;4.375.234.148.039.780
1040;5.083.298.255.184.280;4.394.600.605.024.550
2380;5.137.817.221.543.300;5.022.773.863.066.910
2020;51.248.447.820.724.300;4.376.134.025.032.600
2018;51.248.447.820.724.300;4.376.134.025.032.600
8377;5.124.088.195.427.630;3.109.097.150.981.660
8432;5.116.749.162.383.470;28.811.201.736.596.700
8520;5.086.016.289.078.800;327.159.421.386.401
6838;4.979.527.943.567.340;5.017.588.453.111.320
6924;5.005.230.404.659.840;5.085.140.043.949.810
1630;5.076.794.587.216.990;4.345.414.125.035.600
3040;5.081.565.278.621.960;4.619.809.577.671.650
9;5.099.895.330.058.120;4.981.617.466.438.010
3000;5.085.734.711.667.340;4.691.098.755.030.860
1602;5.080.579.534.061.160;4.230.714.668.607.750
3350;50.811.992.920.375.000;502.121.613.805.768
1932;5.086.860.468.071.330;4.444.164.020.555.320
3070;50.884.684.436.386.100;4.538.103.844.626.130
5630;5.019.005.868.117.100;4.433.892.293.802.580
5561;5.022.314.318.428.090;5.007.105.967.209.660
5140;50.544.450.199.823.600;4.604.155.625.840.340
5660;5.002.591.044.841.340;4.521.200.178.801.960
5031;5.058.043.804.844.660;476.821.828.718.657
5570;5.008.277.879.784.010;4.915.324.310.356.160
3723;5.084.294.090.670.330;5.399.067.226.481.180
3840;5.080.126.374.028.130;5.347.299.861.560.880
3910;51.230.977.155.710.600;5.444.661.036.360.130
8840;5.096.684.101.290.580;30.048.781.500.757.900
6700;4.968.523.319.258.530;57.415.202.000.238.900
6824;4.971.025.630.475.130;52.693.492.261.193.000
9550;5.085.766.221.605.620;38.867.416.222.453.200
9100;5.116.368.187.628.330;4.156.645.019.474.470
9988;5.127.265.892.988.690;3.642.019.715.836.140
9250;51.118.651.482.590.200;40.748.651.273.348.400
9150;511.482.626.061.719;4.285.333.793.866.950
9810;5.095.655.594.080.880;3.595.768.004.762.260
9400;5.084.648.981.107.940;4.023.746.600.967.050
4590;5.044.011.299.060.310;5.478.514.951.977.710
4606;5.069.538.651.900.570;5.750.496.866.721.880
4880;50.700.486.490.576.900;58.513.589.270.259.000
4831;5.063.050.028.614.450;5.922.065.846.350.700
4710;5.067.881.290.433.240;5.991.143.312.332.850
4453;50.708.868.602.680.000;5.547.836.209.240.520
6060;5.042.801.704.334.070;4.485.373.214.118.110
7040;5.036.752.867.405.700;39.261.335.279.719.500
6536;5.029.902.859.457.910;4.338.563.216.834.220
7804;50.677.701.418.566.400;37.553.209.046.098.600
6542;5.033.861.404.174.610;421.653.934.089.934
6461;50.077.727.641.354.100;4.334.215.751.069.690
7531;5.062.156.794.125.190;34.739.562.588.474.100
7532;5.062.386.386.404.460;35.217.009.090.513.400
1000;50.822.325.604.082.200;4.377.065.860.435.230
1390;5.075.149.334.838.610;4.673.104.738.692.160
2235;5.104.722.426.784.120;4.802.118.046.978.260
3470;5.090.570.825.664.910;5.056.948.979.369.890
9404;50.842.928.103.900.500;3.946.633.269.793.810
9840;50.978.265.393.100.100;36.850.030.687.203.500
9506;50.787.052.491.799.900;3.937.779.364.233.140
9160;51.100.245.533.430.000;3.968.193.939.813.080
9900;5.119.431.839.992.800;35.623.319.136.868.900
4420;50.629.837.917.805.800;5.535.060.559.845.200
6150;50.403.614.438.638.300;4.265.665.841.285.150
7610;5.055.274.565.455.210;33.063.522.199.192.100
7522;5.061.171.026.009.960;32.915.790.330.161.800
7370;5.039.099.245.390.330;38.001.487.818.072.700
7602;50.544.858.985.703.300;3.597.161.038.111.330
6010;5.038.738.594.793.570;4.471.682.428.951.610
7321;5.050.207.166.780.630;3.656.865.761.710.330
7906;506.037.200.753.987;35.741.670.821.583.800
7608;5.050.753.481.051.890;35.318.351.790.340.000
1315;506.951.830.376.784;4.788.379.199.533.980
1473;5.063.516.214.371.720;444.652.131.973.248
2280;5.118.510.499.166.730;4.739.906.950.288.020
2040;5.134.298.198.470.960;4.298.111.097.530.030
4287;50.712.177.041.056.300;5.033.101.948.635.710
4620;5.061.824.452.614.190;5.683.137.791.030.600
4217;50.549.412.522.627.300;5.090.143.739.876.200
5372;5.036.005.581.017.260;5.341.122.640.429.870
5354;5.043.725.613.016.660;5.186.497.398.257.580
5021;50.493.364.500.178.800;4.930.964.293.946.380
3790;5.075.435.482.321.060;5.712.420.603.108.800
3900;5.120.029.934.000.340;5.393.398.832.214.900
8433;5.114.935.973.377.290;28.358.811.713.798.600
8583;5.074.897.050.321.540;3.405.276.865.798.130
8810;5.102.776.706.343.600;31.461.225.981.811.600
8870;5.091.131.070.183.640;32.046.318.970.732.100
6673;501.711.127.756.483;58.712.071.071.348.800
6681;5.005.028.143.591.850;5.480.509.278.699.110
6690;5.028.124.402.586.550;5.988.170.180.603.460
6792;4.957.175.881.836.430;575.801.069.233.419
6833;4.983.100.514.037.020;5.044.393.996.035.760
1770;50.866.522.312.514.600;409.303.583.540.632
3473;50.913.796.056.286.700;5.001.710.686.638.420
3020;5.090.898.399.648.880;4.642.821.496.825.900
1981;5.099.295.390.689.460;4.502.914.696.762.610
5003;5.049.450.203.349.880;4.846.938.613.127.180
5340;504.076.707.290.065;50.704.560.512.873.000
6661;50.159.261.224.130.800;5.785.887.742.892.070
5680;50.139.022.948.304.200;46.710.549.870.624.400
5330;5.036.606.853.931.630;5.020.871.557.528.580
5562;5.021.051.152.192.040;505.952.373.423.188
3870;507.480.248.373.796;5.306.318.367.766.910
8211;51.117.200.223.533.900;3.093.794.529.125.800
8890;5.088.759.693.424.770;30.741.597.685.235.000
