Post code,Latitude,Longitude
8560,50.83983511,3.150713566
8908,50.84703579,2.820698621
8972,50.88590313,2.656561225
6782,49.61018109,5.764544552
6812,49.74608658,5.415493331
6820,49.73021734,5.184128186
9932,51.13340588,3.547469499
9968,51.23188747,3.675027437
9636,50.88835688,3.68947237
9041,51.10306448,3.772807393
4861,50.59168564,5.785595502
4623,50.60129962,5.686458272
4711,50.67651102,6.036174841
4651,50.63955879,5.794266606
4830,50.60246696,5.934281847
4431,50.66624268,5.496600584
4261,50.6225096,5.167136949
4600,50.73709797,5.701782207
7140,50.45668409,4.236149898
6061,50.40703508,4.474362857
7730,50.68201651,3.301841087
7521,50.58624817,3.412335242
7110,50.47481516,4.121385596
6567,50.321765,4.190430142
7334,50.47317124,3.762000065
6211,50.50354834,4.482079376
1070,50.82898028,4.292904442
1325,50.6784453,4.71122759
1440,50.67878794,4.268277717
1457,50.61680144,4.692532526
1470,50.60920472,4.448927543
1490,50.6264486,4.56259591
2620,51.14373586,4.340183149
2860,51.06418889,4.514746404
2550,51.12847678,4.441131685
2390,51.28881699,4.743920598
2470,51.26706794,5.076790409
2460,51.2254346,4.912232894
2890,51.06273885,4.240558355
2000,51.24844782,4.376134025
2140,51.21199682,4.444865774
6830,49.76904928,5.118811914
1830,50.91134865,4.443147468
3128,51.00532033,4.748688161
1933,50.85654614,4.510708348
1703,50.83953171,4.199980231
3050,50.82968856,4.661175688
1731,50.90119407,4.279490958
3294,51.00579392,5.029500583
1750,50.82053168,4.179767578
9472,50.8745374,4.044793083
9680,50.79985672,3.626928528
9450,50.87568065,4.009634286
9401,50.81752761,4.005803313
9820,50.99390733,3.746326283
4432,50.68045822,5.507243675
4102,50.59505275,5.546491521
4160,50.4790935,5.522897288
4960,50.45373983,6.043258899
4630,50.64642564,5.70320873
7784,50.73920927,2.919150238
6240,50.4350475,4.548899556
6041,50.46934818,4.443036647
7750,50.72448258,3.504454574
6140,50.41166595,4.322326932
7941,50.60955348,3.833683305
7350,50.43469663,3.708365381
7170,50.5016998,4.245438095
7780,50.78487638,2.997345564
1041,50.87298266,4.375234148
1046,50.87001922,4.408236007
1402,50.58997236,4.378963305
2323,51.39956729,4.80967875
2400,51.24151587,5.122131871
5376,50.36785139,5.243183871
5530,50.33595983,4.98074047
5573,50.12643328,5.00712533
5361,50.30908082,5.213161132
3600,50.96717435,5.49492378
3700,50.78168465,5.466938592
3990,51.11022211,5.454253657
8000,51.232646,3.207182857
8400,51.2040543,2.92036424
8431,51.178155,2.83683806
8572,50.81437757,3.494571566
8630,51.04427174,2.641891056
8670,51.1213466,2.700626981
6671,50.22726345,5.929614032
6810,49.68602195,5.370379239
6832,49.81947923,5.072301177
6952,50.14607475,5.392679675
6953,50.13021196,5.283131821
1745,50.96521725,4.182299557
9930,51.11772486,3.561101157
5334,50.37302189,5.072746307
3545,50.93999684,5.096551634
3001,50.85734712,4.691098755
9050,51.03750199,3.771048232
9890,50.91707955,3.70784502
4530,50.59316332,5.222214524
4252,50.65405397,5.198266388
4783,50.26463756,6.180688246
4041,50.69093419,5.594986028
4771,50.36350921,6.223039487
7033,50.4337563,3.923557234
6593,49.97732044,4.198874635
6141,50.43199253,4.321437082
7973,50.50665472,3.727893013
6596,49.97898648,4.269644954
7940,50.5984575,3.86172293
7781,50.78946756,2.966798614
6441,50.2025634,4.352876081
7890,50.71588222,3.72721239
6238,50.51380993,4.425481448
7063,50.55742575,4.0064372
6224,50.47621723,4.5785798
7030,50.43872269,4.013831231
1180,50.78987083,4.361370488
1421,50.65760296,4.339701935
2230,51.05240376,4.899473338
2100,51.21589816,4.468237129
5589,50.15317033,5.254754401
5620,50.22859428,4.682579833
5575,49.99295451,4.885444604
5650,50.2483513,4.438270627
8540,50.84256269,3.366165828
8587,50.73663974,3.380964068
8906,50.88168535,2.808133665
6663,50.11344328,5.729307368
6724,49.72469658,5.584882988
1935,50.88338465,4.478204941
1851,50.97142232,4.378726002
3090,50.77131195,4.532882605
3321,50.75921241,4.926426806
9690,50.77770082,3.542265294
9750,50.9045463,3.60244271
9070,51.02810615,3.812266535
9661,50.78775673,3.800657345
9240,51.0673328,4.035908298
9080,51.09969905,3.831947554
4860,50.55726409,5.798373354
1031,50.86180552,4.386057135
1008,50.87298266,4.375234148
1300,50.72477662,4.609958978
1420,50.692383,4.358237455
4690,50.76497607,5.604165228
4841,50.66552462,5.926423758
4130,50.52923556,5.560415477
7863,50.7356738,3.805295545
6460,50.07867277,4.274520829
6511,50.2760473,4.279981984
7548,50.61090862,3.432493154
7700,50.74588079,3.215028338
8490,51.18656072,3.087844865
8552,50.77320484,3.38591263
8730,51.12979245,3.320853324
8851,51.00694465,3.199656797
6666,50.16769843,5.721046284
6690,50.2476554,5.811034974
6730,49.68616134,5.512110598
6747,49.61238072,5.653187325
6890,49.97503388,5.235608802
3440,50.84315074,5.118295089
3150,50.97836723,4.633056954
3404,50.76588246,5.099306592
3290,51.01216807,5.098913717
5370,50.35324114,5.234149665
5564,50.14963374,5.067139268
5555,49.9136205,4.998335028
5360,50.34906234,5.160500843
5032,50.52228743,4.705796649
5380,50.54649117,4.982835996
3621,50.92855647,5.661986841
3770,50.80891991,5.59851374
3790,50.74114642,5.833251301
8210,51.13670159,3.136453758
8720,50.94966332,3.392451078
9099,51.11528737,3.738386889
9220,51.08926635,4.120667785
9772,50.88931137,3.557785256
9992,51.25180324,3.408098643
4263,50.64025618,5.181623527
4253,50.66735931,5.194486534
4850,50.71082713,5.950799963
4983,50.35983789,5.804821971
4030,50.62614473,5.611819696
4837,50.57275373,6.059851595
4190,50.39547917,5.63341125
4731,50.6985939,6.096047244
4950,50.5029079,6.131403389
4684,50.73584797,5.659160032
4250,50.67482565,5.16843188
7540,50.65395243,3.438963243
7181,50.56357492,4.239812279
7760,50.70719758,3.456200534
7530,50.59532757,3.483051869
7618,50.5452353,3.340397898
7912,50.71244852,3.606998253
6000,50.41632297,4.448541195
7904,50.59212889,3.615479365
7380,50.38876585,3.692568856
7070,50.51427419,4.120027303
1000,50.85381237,4.369278655
1160,50.81019873,4.437991321
1340,50.67146356,4.584311991
2570,51.09571955,4.514141624
2830,51.06378584,4.360048182
2450,51.12453476,5.073574388
2560,51.14377998,4.634965861
2223,51.02869755,4.697724013
2800,51.03007676,4.468101717
5521,50.25727471,4.776379391
5100,50.41121199,4.899775924
5332,50.35120714,4.961712179
3680,51.09916662,5.703826568
3740,50.87949887,5.509721524
8940,50.82465133,3.07137928
8952,50.76688543,2.842153609
6637,49.90302133,5.698147411
6674,50.20775805,5.839021361
6830,49.83770446,5.002013851
6941,50.37761024,5.525863186
3390,50.93598845,4.914815933
3202,50.97445121,4.895613289
1600,50.78100239,4.250696692
3060,50.87014269,4.625598415
9320,50.9152423,4.063243126
9090,51.00027812,3.796491998
9230,51.00236028,3.8707194
9880,51.09151928,3.419527828
9970,51.22723496,3.616443532
9420,50.9167669,3.965005574
9260,51.0079815,3.936369061
4721,50.72570478,6.012157629
4350,50.68600587,5.33184286
4100,50.58496197,5.508048763
4852,50.71799548,5.919867536
4218,50.52630827,5.127824996
7511,50.60261164,3.347229564
7800,50.6317957,3.78049228
7022,50.40949604,4.020935215
7533,50.64165231,3.523279132
7090,50.60371814,4.131890628
7032,50.42411867,3.990544812
1082,50.8646528,4.29392019
1400,50.59138838,4.327273956
2812,51.00884825,4.521769681
2910,51.44950433,4.465890208
2990,51.39185117,4.565707128
5362,50.33050311,5.172824713
3631,50.92805772,5.720700718
3971,51.11258855,5.229498755
8500,50.81548649,3.27654113
8710,50.91023075,3.358850342
6743,49.64012348,5.598438096
6790,49.565834,5.804527562
6811,49.74608658,5.415493331
6856,49.85426237,5.158245603
6887,49.80995013,5.315139328
6972,50.1121751,5.554126218
3221,50.94795883,4.831013953
3000,50.88105268,4.695696419
1980,50.98765294,4.429570643
3220,50.92126575,4.796491715
1861,50.97336093,4.309022345
1760,50.8378502,4.077674511
1670,50.75588536,4.162898747
1755,50.77856024,4.125487211
3460,50.9368511,4.972034148
5190,50.45878088,4.689321691
5010,50.45775955,4.854539162
5101,50.45661066,4.946185429
5524,50.24089759,4.811848148
3930,51.26942533,5.481430155
3945,51.09460291,5.133385547
8300,51.34665157,3.331958013
8531,50.89094037,3.290110733
8790,50.87853036,3.426441012
8792,50.88478823,3.36775491
6920,50.05849399,5.056586198
9521,50.93138657,3.874259715
4040,50.67921179,5.624363334
4801,50.59238314,5.902807378
4280,50.67444667,5.083404368
4700,50.60359511,6.137609317
4357,50.65092326,5.309581733
4980,50.35343299,5.937157501
6001,50.38225363,4.440022349
7970,50.53491289,3.732811369
7972,50.55370748,3.694148224
7803,50.65301186,3.755902906
6042,50.43082544,4.445088267
612,50.87298266,4.375234148
1000,50.87298266,4.375234148
2275,51.25236562,4.822425937
2650,51.15625419,4.432829594
2030,51.24844782,4.376134025
2950,51.33395441,4.44378777
6831,49.81335395,5.107898361
6971,50.11753945,5.483673473
1804,50.93012891,4.42857836
1671,50.78030662,4.174912695
1730,50.90927257,4.186788555
1702,50.87245654,4.262800822
3111,50.94808338,4.767193984
1560,50.76103393,4.45081943
1601,50.78483816,4.296779978
9111,51.1573146,4.089994968
9470,50.88421105,4.068749079
9950,51.15208538,3.609656008
9688,50.7899544,3.683024233
9831,50.99944079,3.610309755
4633,50.64349886,5.745352632
6180,50.46129976,4.371924011
7060,50.61194258,4.030440933
6030,50.4151579,4.361351529
6099,50.47084791,4.535895486
6463,50.07287614,4.382626355
7742,50.69337538,3.368926448
6183,50.46341661,4.323267121
7390,50.43631602,3.86194836
6220,50.47084791,4.535895486
7133,50.37988565,4.20242317
1212,50.85381237,4.369278655
1210,50.85381237,4.369278655
1083,50.87440458,4.309447399
1190,50.81408498,4.324177216
1357,50.75655859,4.985313726
1367,50.64504704,4.867898985
1428,50.64114511,4.366142302
2540,51.14721297,4.482310085
2970,51.25282552,4.59446995
2290,51.21766612,4.772892306
5353,50.45246967,5.20842461
3540,50.92398165,5.182216769
3668,51.01795509,5.612740886
3890,50.73831295,5.175805997
8902,50.83322627,2.932389917
8958,50.79093944,2.78736585
8980,50.86573874,2.979610978
6851,49.86569447,5.113734146
6929,50.00383949,5.067129049
6986,50.17377446,5.508984278
3471,50.86659404,5.005071585
3110,50.95663014,4.729643204
9255,51.00801606,4.192866347
9660,50.80441475,3.7639609
9551,50.89338772,3.911197919
4000,50.59185028,5.577531126
4347,50.6666607,5.405647285
4791,50.22469122,6.070274992
4219,50.60713361,5.026554675
4052,50.56181268,5.637417336
8511,50.7763592,3.2240271
8780,50.93059448,3.337220421
6760,49.6024106,5.586439662
3391,50.89595675,4.915156586
1980,50.96088753,4.442577358
3071,50.90509521,4.57283076
5520,50.23770181,4.764893238
5070,50.39481935,4.691483361
5336,50.39510852,4.996020766
3670,51.08427993,5.598544656
3732,50.84206063,5.448819242
3940,51.11791086,5.341586539
3960,51.14058541,5.636412026
8340,51.24298475,3.35269718
8420,51.29866846,3.092238323
8573,50.8125314,3.46532954
6706,49.65434011,5.861985984
3211,50.87243035,4.892480602
1910,50.9487499,4.57064262
9120,51.21395164,4.241424192
9520,50.91964793,3.85048644
9667,50.82559802,3.699780261
4452,50.7252959,5.501118984
4101,50.61819164,5.497986978
4210,50.58456129,5.092973956
4802,50.56914524,5.879655824
4900,50.47202426,5.86707385
6470,50.16398541,4.227392855
7801,50.62136517,3.7539211
7080,50.38578213,3.870538564
7811,50.61902075,3.821598681
6031,50.41682879,4.376855592
7640,50.54545346,3.494489706
7782,50.72755766,2.878075603
7743,50.66206016,3.371392973
6591,50.03624399,4.206042073
7180,50.52634213,4.267552901
6182,50.44647867,4.342232335
7011,50.48108216,3.901016351
7502,50.57622769,3.295671106
6590,50.02162974,4.17628771
7062,50.54801234,4.100931494
6223,50.52221118,4.529837789
1110,50.87298266,4.375234148
1005,50.87298266,4.375234148
1310,50.73629996,4.464834689
2980,51.26355606,4.682858296
2960,51.33497668,4.60717214
2222,51.10370035,4.722370018
2580,51.04727201,4.627238963
5310,50.5895893,4.90973449
5670,50.06128546,4.607604903
3792,50.72648834,5.825715334
8620,51.10820548,2.779551637
8951,50.761037,2.794145666
6670,50.15542584,5.92409519
6721,49.76799731,5.620096177
6767,49.53508203,5.499749052
1934,50.89294435,4.445229933
3018,50.92127141,4.707202588
3201,51.01109801,4.891356264
3360,50.82540077,4.757466105
3080,50.82116811,4.504921691
3380,50.87384458,4.952022082
1651,50.76610927,4.279491859
9921,51.08502028,3.639645639
9931,51.15129888,3.542603273
4170,50.47565841,5.581742754
4400,50.59341093,5.430129978
4122,50.5438901,5.527872583
4121,50.55426996,5.46991543
4099,50.67575138,5.469467997
4631,50.64642564,5.70320873
4890,50.67156235,5.878938014
4470,50.59670713,5.360581366
7542,50.66555403,3.410802212
7331,50.48388326,3.841110674
7600,50.51202465,3.592553206
6111,50.38788812,4.352541316
6040,50.44472078,4.435084071
7520,50.64734639,3.282525312
1341,50.66062212,4.534191946
1350,50.6821275,4.943561143
2242,51.22691252,4.706119439
2850,51.09355764,4.372901183
2491,51.13315331,5.161377982
2480,51.24151587,5.122131871
3061,50.84555719,4.590807806
1547,50.71066391,3.932174356
9400,50.79572731,4.014183549
9960,51.22816638,3.756207077
9400,50.85407606,3.966505252
4650,50.63955879,5.794266606
4840,50.65913417,5.965981947
4537,50.60516634,5.315405708
7513,50.63754177,3.384537047
7850,50.65900184,4.036272078
7971,50.54061455,3.656499159
7501,50.60261164,3.347229564
7160,50.47130782,4.282857249
7643,50.56623815,3.476615438
7642,50.57533183,3.431836205
7870,50.56446331,3.947582896
6543,50.35496568,4.214267005
7387,50.34928175,3.733326845
1035,50.86180552,4.386057135
1348,50.67146356,4.584311991
1470,50.59623201,4.481721401
2930,51.30950859,4.500425028
2920,51.39886231,4.468685735
2180,51.28352081,4.430455289
2660,51.17680075,4.349449466
0612,,
5060,50.44623071,4.632974955
5560,50.1824315,5.082876934
5374,50.3534114,5.315597145
3500,50.93340823,5.353923487
3511,50.95185535,5.301449126
3570,50.8784083,5.290565433
3920,51.225584,5.302058606
8450,51.23671218,2.977378495
8501,50.85249379,3.234010268
8510,50.77349143,3.296935467
8551,50.79384608,3.399278398
8793,50.89985376,3.39698491
8860,50.88599129,3.232021688
8950,50.73761075,2.824419784
8953,50.7829496,2.902678146
6750,49.56614956,5.700188782
6762,49.54165371,5.530606034
1652,50.74752884,4.328078247
1701,50.84856042,4.25789589
1620,50.79350286,4.309048817
5360,50.34264636,5.061870668
5646,50.27868186,4.661128896
5503,50.26088806,4.997261792
5563,50.16232807,5.030921756
5002,50.47869397,4.838488417
3832,50.84458399,5.290647724
8600,51.05475395,2.872749045
8920,50.90889994,2.924789678
6720,49.74650799,5.659611775
6823,49.63982835,5.363443535
6927,50.06697106,5.21964683
1500,50.73071383,4.240277879
3454,50.89146669,5.157115263
1850,50.94076564,4.385175946
1970,50.84309058,4.492424813
9075,51.11528737,3.738386889
9870,50.93514539,3.471413679
9040,51.06701435,3.769406835
9961,51.25601063,3.710471424
9060,51.19915619,3.808596793
9990,51.19958508,3.432772245
4180,50.42771026,5.535725809
4682,50.72881648,5.631443901
4317,50.65927815,5.2435333
4340,50.70502524,5.441028833
