Post code,Latitude,Longitude
4460,50.64214219,5.429141872
4720,50.72570478,6.012157629
7031,50.42864283,4.046531623
7322,50.47652346,3.733485175
6043,50.45529157,4.482185656
7621,50.52075636,3.387516975
6222,50.53016995,4.56327734
7866,50.68396491,3.863256296
7950,50.5741883,3.807936625
1047,50.8223256,4.37706586
1099,50.87298266,4.375234148
1040,50.83298255,4.394600605
2380,51.37817222,5.022773863
2020,51.24844782,4.376134025
2018,51.24844782,4.376134025
8377,51.24088195,3.109097151
8432,51.16749162,2.881120174
8520,50.86016289,3.271594214
6838,49.79527944,5.017588453
6924,50.05230405,5.085140044
1630,50.76794587,4.345414125
3040,50.81565279,4.619809578
9,50.9989533,4.981617466
3000,50.85734712,4.691098755
1602,50.80579534,4.230714669
3350,50.81199292,5.021216138
1932,50.86860468,4.444164021
3070,50.88468444,4.538103845
5630,50.19005868,4.433892294
5561,50.22314318,5.007105967
5140,50.5444502,4.604155626
5660,50.02591045,4.521200179
5031,50.58043805,4.768218287
5570,50.0827788,4.91532431
3723,50.84294091,5.399067226
3840,50.80126374,5.347299862
3910,51.23097716,5.444661036
8840,50.96684101,3.00487815
6700,49.68523319,5.7415202
6824,49.7102563,5.269349226
9550,50.85766222,3.886741622
9100,51.16368188,4.156645019
9988,51.27265893,3.642019716
9250,51.11865148,4.074865127
9150,51.14826261,4.285333794
9810,50.95655594,3.595768005
9400,50.84648981,4.023746601
4590,50.44011299,5.478514952
4606,50.69538652,5.750496867
4880,50.70048649,5.851358927
4831,50.63050029,5.922065846
4710,50.6788129,5.991143312
4453,50.7088686,5.547836209
6060,50.42801704,4.485373214
7040,50.36752867,3.926133528
6536,50.29902859,4.338563217
7804,50.67770142,3.755320905
6542,50.33861404,4.216539341
6461,50.07772764,4.334215751
7531,50.62156794,3.473956259
7532,50.62386386,3.521700909
1000,50.8223256,4.37706586
1390,50.75149335,4.673104739
2235,51.04722427,4.802118047
3470,50.90570826,5.056948979
9404,50.8429281,3.94663327
9840,50.97826539,3.685003069
9506,50.78705249,3.937779364
9160,51.10024553,3.96819394
9900,51.1943184,3.562331914
4420,50.62983792,5.53506056
6150,50.40361444,4.265665841
7610,50.55274565,3.30635222
7522,50.61171026,3.291579033
7370,50.39099245,3.800148782
7602,50.54485899,3.597161038
6010,50.38738595,4.471682429
7321,50.50207167,3.656865762
7906,50.60372008,3.574167082
7608,50.50753481,3.531835179
1315,50.69518304,4.7883792
1473,50.63516214,4.44652132
2280,51.18510499,4.73990695
2040,51.34298198,4.298111098
4287,50.71217704,5.033101949
4620,50.61824453,5.683137791
4217,50.54941252,5.09014374
5372,50.36005581,5.34112264
5354,50.43725613,5.186497398
5021,50.4933645,4.930964294
3790,50.75435482,5.712420603
3900,51.20029934,5.393398832
8433,51.14935973,2.835881171
8583,50.7489705,3.405276866
8810,51.02776706,3.146122598
8870,50.9113107,3.204631897
6673,50.17111278,5.871207107
6681,50.05028144,5.480509279
6690,50.28124403,5.988170181
6792,49.57175882,5.758010692
6833,49.83100514,5.044393996
1770,50.86652231,4.093035835
3473,50.91379606,5.001710687
3020,50.908984,4.642821497
1981,50.99295391,4.502914697
5003,50.49450203,4.846938613
5340,50.40767073,5.070456051
6661,50.15926122,5.785887743
5680,50.13902295,4.671054987
5330,50.36606854,5.020871558
5562,50.21051152,5.059523734
3870,50.74802484,5.306318368
8211,51.11720022,3.093794529
8890,50.88759693,3.074159769
6984,50.14984404,5.574347417
4360,50.71870689,5.354768851
7880,50.75357491,3.731663176
3190,50.97551341,4.578350831
9800,50.98786919,3.516433769
4780,50.33201407,6.036229495
4630,50.6185965,5.745533226
4760,50.3455185,6.333485173
4171,50.50253136,5.573724209
7538,50.57252826,3.508473443
6530,50.3033264,4.24702811
6280,50.36017224,4.523242741
6592,50.03192946,4.224103116
1009,50.87298266,4.375234148
1048,50.87298266,4.375234148
1080,50.85522962,4.318418679
2600,51.19213331,4.431973221
2340,51.32032914,4.834400497
2861,51.05913442,4.57546732
2440,51.16646686,4.984736551
2070,51.2313775,4.319816189
2880,51.09084846,4.228201007
2221,51.04634221,4.767304737
3078,50.87197688,4.560787477
3384,50.86937462,4.921409001
3191,50.98496904,4.542268866
1701,50.83153616,4.232494458
9310,50.95430085,4.101311151
9042,51.16178004,3.81034389
9520,50.93993178,3.905406164
9552,50.90860022,3.889208166
4728,50.70917166,6.030889634
4520,50.54868892,5.181242812
4987,50.4226173,5.787930661
4557,50.47689494,5.383587117
7130,50.43277241,4.09180692
7503,50.62489137,3.346537084
7622,50.52282342,3.444583893
7603,50.49830025,3.613561374
7041,50.3749372,4.024781199
1170,50.79291924,4.423479932
1332,50.72253205,4.500249261
1435,50.6443779,4.610583194
1471,50.59476635,4.433530808
1480,50.68403302,4.194362374
2300,51.32896454,4.940164879
2322,51.43142807,4.774254143
2370,51.33462182,5.085447551
2243,51.19861773,4.695739821
2160,51.20678751,4.518952239
5300,50.47097697,5.045737028
5544,50.16335709,4.792448027
5004,50.47887498,4.893869706
3806,50.77914883,5.135227965
8530,50.84348326,3.317611496
8900,50.85534411,2.895706801
8930,50.80408974,3.121517326
6680,50.00000388,5.557721164
6704,49.71240298,5.858675319
6740,49.6646426,5.615989159
3400,50.76667904,5.039508072
1800,50.93012891,4.42857836
1840,51.01450541,4.296428516
4701,50.6502157,6.049571567
6533,50.32346209,4.261483401
7120,50.39629095,4.095748579
7534,50.61105853,3.552067133
7543,50.65395243,3.438963243
7943,50.60839692,3.893268447
6540,50.35802037,4.266199327
7536,50.59123451,3.44155998
7901,50.62058136,3.594621384
7903,50.59531937,3.656855784
7141,50.44203789,4.256948981
1011,50.87298266,4.375234148
1030,50.86180552,4.386057135
1450,50.57826594,4.618303657
1461,50.649684,4.300030198
2840,51.10462897,4.407466354
5012,50.45775955,4.854539162
5502,50.28599157,4.992689154
5572,50.12749276,5.044689987
5580,50.15164064,5.170062938
3560,50.99602446,5.199884737
3690,50.93287623,5.575401978
6723,49.71862345,5.615425478
6820,49.68893533,5.320695987
6940,50.32481751,5.418311627
1880,51.01138982,4.366670335
1790,50.9126093,4.106537554
3293,50.97915616,5.028035926
1785,50.96497402,4.232932989
9406,50.84455638,3.990465717
9971,51.19309613,3.635649313
9403,50.80217728,4.061660845
9940,51.12040643,3.70752019
9982,51.25944311,3.5766214
9572,50.80264948,3.817041723
9280,50.99414482,4.137729814
4610,50.63300984,5.671567294
4851,50.74698778,5.979764035
4680,50.71149222,5.611734922
4790,50.18191676,6.116242106
4800,50.56914524,5.879655824
4870,50.58736496,5.731972613
4800,50.59152456,5.865875473
4032,50.61413566,5.623582075
5350,50.44186471,5.147327658
5330,50.37122276,4.942849652
5020,50.46106075,4.803442835
3520,50.99193999,5.3766622
3721,50.86773348,5.430972188
8470,51.15624011,2.959745384
8580,50.77754919,3.448356001
6780,49.63162178,5.839067589
9052,51.00344711,3.708325303
9910,51.13162078,3.480613448
4162,50.48680248,5.498082047
4683,50.69624199,5.654562603
4254,50.6561986,5.175652518
4650,50.63257057,5.838799007
4820,50.61331519,5.854411888
4654,50.67624576,5.807628311
4430,50.65833644,5.528168775
6440,50.13309632,4.34941135
7911,50.68531432,3.628571815
7024,50.41263344,3.945146605
7012,50.4520642,3.8964343
6791,49.57086994,5.844003703
6960,50.30006951,5.651178049
1761,50.84979781,4.127764601
7810,50.61786635,3.804720398
1044,50.86180552,4.386057135
1380,50.68372091,4.487230129
2099,51.24844782,4.376134025
2220,51.06268642,4.729686596
2250,51.1634723,4.885612822
2050,51.24844782,4.376134025
2288,51.16186796,4.736514605
1741,50.85578929,4.155622978
1982,50.96782295,4.503548666
9620,50.86893463,3.790568577
9451,50.88499244,3.981172071
9000,51.0532607,3.720262345
4550,50.52198497,5.385171379
4653,50.65978684,5.758240678
4845,50.50986541,5.950080405
7340,50.41357901,3.837522601
7900,50.59212889,3.615479365
7812,50.62863233,3.725435694
7050,50.52814331,3.918679117
7951,50.59062475,3.768414696
1012,50.87298266,4.375234148
1007,50.87298266,4.375234148
1140,50.87001922,4.408236007
1360,50.61909532,4.765632119
1430,50.65387528,4.12492694
1476,50.57578351,4.41045675
1495,50.54958379,4.535360186
2430,51.08791989,5.046126089
2328,51.47294429,4.80045513
2820,51.02702122,4.544660404
2260,51.11864868,4.89332274
2811,51.02601332,4.400356855
2110,51.22958667,4.516867253
5504,50.23963348,4.987813904
5574,50.08885979,5.00341894
3630,50.97378287,5.652242273
3730,50.84869484,5.482523981
8020,51.11561451,3.20946687
8200,51.19372229,3.170873467
8380,51.31918849,3.198412744
8420,51.24634317,3.023864587
8581,50.79966115,3.503222554
6741,49.66704545,5.669204381
6800,49.96602383,5.380064364
6880,49.8497752,5.240492986
6922,50.05960657,5.131211209
6951,50.14572947,5.430710856
6982,50.20224682,5.670560136
1733,50.90927257,4.186788555
1853,50.90929475,4.342915598
1930,50.88338465,4.478204941
3051,50.80458708,4.65036086
1740,50.87325337,4.180161626
3461,50.9133385,4.942971194
